SPCD,COMMON_NAME,GENUS,SPECIES,VARIETY,SUBSPECIES,SPECIES_SYMBOL,E_SPGRPCD,W_SPGRPCD,C_SPGRPCD,P_SPGRPCD,MAJOR_SPGRPCD,STOCKING_SPGRPCD,FOREST_TYPE_SPGRPCD,EXISTS_IN_NCRS,EXISTS_IN_NERS,EXISTS_IN_PNWRS,EXISTS_IN_RMRS,EXISTS_IN_SRS,SITETREE,SFTWD_HRDWD,ST_EXISTS_IN_NCRS,ST_EXISTS_IN_NERS,ST_EXISTS_IN_PNWRS,ST_EXISTS_IN_RMRS,ST_EXISTS_IN_SRS,CORE,EAST,WEST,CARIBBEAN,PACIFIC,WOODLAND,MANUAL_START,MANUAL_END,JENKINS_SPGRPCD,JENKINS_TOTAL_B1,JENKINS_TOTAL_B2,JENKINS_STEM_WOOD_RATIO_B1,JENKINS_STEM_WOOD_RATIO_B2,JENKINS_STEM_BARK_RATIO_B1,JENKINS_STEM_BARK_RATIO_B2,JENKINS_FOLIAGE_RATIO_B1,JENKINS_FOLIAGE_RATIO_B2,JENKINS_ROOT_RATIO_B1,JENKINS_ROOT_RATIO_B2,JENKINS_SAPLING_ADJUSTMENT,WOOD_SPGR_GREENVOL_DRYWT,WOOD_SPGR_GREENVOL_DRYWT_CIT,BARK_SPGR_GREENVOL_DRYWT,BARK_SPGR_GREENVOL_DRYWT_CIT,MC_PCT_GREEN_BARK,MC_PCT_GREEN_BARK_CIT,MC_PCT_GREEN_WOOD,MC_PCT_GREEN_WOOD_CIT,WOOD_SPGR_MC12VOL_DRYWT,WOOD_SPGR_MC12VOL_DRYWT_CIT,BARK_VOL_PCT,BARK_VOL_PCT_CIT,RAILE_STUMP_DOB_B1,RAILE_STUMP_DIB_B1,RAILE_STUMP_DIB_B2,CWD_DECAY_RATIO1,CWD_DECAY_RATIO2,CWD_DECAY_RATIO3,CWD_DECAY_RATIO4,CWD_DECAY_RATIO5,DWM_CARBON_RATIO,STANDING_DEAD_DECAY_RATIO1,STANDING_DEAD_DECAY_RATIO2,STANDING_DEAD_DECAY_RATIO3,STANDING_DEAD_DECAY_RATIO4,STANDING_DEAD_DECAY_RATIO5,CREATED_BY,CREATED_DATE,CREATED_IN_INSTANCE,MODIFIED_BY,MODIFIED_DATE,MODIFIED_IN_INSTANCE
7583,Lychee,Litchi,chinensis,,,LICH4,54,54,,54,3,,,,,X,,,,H,,,,,,N,,,,P,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/10/2012,440,,,
7586,papaono,Litsea,samoensis,,,LISA8,54,54,,54,3,,,,,X,,,,H,,,,,,N,,,,P,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/10/2012,440,,,
7587,Litsea,Litsea,spp.,,,LITSE,54,54,,54,3,,,,,X,,,,H,,,,,,N,,,,P,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/10/2012,440,,,
7588,fountain palm,Livistona,chinensis,,,LICH3,53,53,,53,3,,,,,X,,,,H,,,,,,N,,,,P,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/10/2012,440,,,
7590,geno geno,Lonchocarpus,domingensis,,,LODO5,54,54,54,,3,37,985,,,,,X,,H,,,,,,N,,,C,,,5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0,1,1,1,1,0.539,,22/09/2010,10854,,24/09/2010,10854
7591,geno,Lonchocarpus,glaucifolius,,,LOGL2,54,54,54,,3,37,985,,,,,X,,H,,,,,,N,,,C,,,5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0,1,1,1,1,0.539,,22/09/2010,10854,,24/09/2010,10854
7592,broadleaf lancepod,Lonchocarpus,heptaphyllus,,,LOHE7,54,54,54,,3,37,980,,,,,X,,H,,,,,,N,,,C,,,5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0,1,1,1,1,0.539,,22/09/2010,10854,,24/09/2010,10854
7595,vinegartree,Lophostemon,confertus,,,LOCO9,54,54,,54,3,,,,,X,,,,H,,,,,,N,,,,P,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/10/2012,440,,,
7598,Egg Fruit / Canistel,Lucuma,nervosa,,,LUNE4,54,54,,54,3,,,,,X,,,,H,,,,,,N,,,,P,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/10/2012,440,,,
7600,luehea,Luehea,speciosa,,,LUSP11,54,54,54,,3,37,980,,,,,X,,H,,,,,,N,,,C,,,5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0,1,1,1,1,0.539,,22/09/2010,10854,,24/09/2010,10854
7602,"bakauaine, nana",Lumnitzera,littorea,,,LULI8,54,54,,54,3,,,,,X,,,,H,,,,,,N,,,,P,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/10/2012,440,,,
7604,lunania,Lunania,spp.,,,LUNAN,54,54,54,,3,37,980,,,,,X,,H,,,,,,N,,,C,,,5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0,1,1,1,1,0.539,,22/09/2010,10854,,24/09/2010,10854
7606,Lunania ekmanii,Lunania,ekmanii,,,LUEK,54,54,54,,3,37,980,,,,,X,,H,,,,,,N,,,C,,,5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0,1,1,1,1,0.539,,22/09/2010,10854,,24/09/2010,10854
7608,St. Thomas staggerbush,Lyonia,rubiginosa,,,LYRU2,54,54,54,,3,37,986,,,,,X,,H,,,,,,N,,,C,,,5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0,1,1,1,1,0.539,,22/09/2010,10854,,24/09/2010,10854
7614,"macadamia nut tree, pengua",Macadamia,integrifolia,,,MAIN8,54,54,,54,3,,,,,X,,,,H,,,,,,N,,,,P,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/10/2012,440,,,
7616,Macadamia,Macadamia,spp.,,,MACAD,54,54,,54,3,,,,,X,,,,H,,,,,,N,,,,P,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/10/2012,440,,,
7617,Macadamia Nut,Macadamia,tetraphylla,,,MATE16,54,54,,54,3,,,,,X,,,,H,,,,,,N,,,,P,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/10/2012,440,,,
7618,bedel,Macaranga,carolinensis,,,MACA25,54,54,,54,3,,,,,X,,,,H,,,,,,N,,,,P,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/10/2012,440,,,
7619,Macaranga grayana,Macaranga,grayana,,,MAGR,54,54,,54,3,,,,,X,,,,H,,,,,,N,,,,P,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/10/2012,440,,,
7620,lau pata,Macaranga,harveyana,,,MAHA9,54,54,,54,3,,,,,X,,,,H,,,,,,N,,,,P,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/10/2012,440,,,
7621,pengua,Macaranga,mappa,,,MAMA28,54,54,,54,3,,,,,X,,,,H,,,,,,N,,,,P,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/10/2012,440,,,
7623,macaranga,Macaranga,spp.,,,MACAR,54,54,,54,3,,,,,X,,,,H,,,,,,N,,,,P,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/10/2012,440,,,
7625,lau fatu,Macaranga,stipulosa,,,MAST7,54,54,,54,3,,,,,X,,,,H,,,,,,N,,,,P,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/10/2012,440,,,
7626,parasol leaf tree,Macaranga,tanarius,,,MATA3,54,54,,54,3,,,,,X,,,,H,,,,,,N,,,,P,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/10/2012,440,,,
7627,Macaranga thompsonii,Macaranga,thompsonii,,,MATH3,54,54,,54,3,,,,,X,,,,H,,,,,,N,,,,P,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/10/2012,440,,,
7628,palo de hoz,Machaerium,lunatum,,,MALU2,54,54,54,,3,37,980,,,,,X,,H,,,,,,N,,,C,,,5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0,1,1,1,1,0.539,,22/09/2010,10854,,24/09/2010,10854
7630,Puerto Rico alfilerillo,Machaonia,portoricensis,,,MAPO6,54,54,54,,3,37,984,,,,,X,,H,,,,,,N,,,C,,,5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0,1,1,1,1,0.539,,22/09/2010,10854,,24/09/2010,10854
7632,Maclura tinctoria,Maclura,tinctoria,,,MATI3,54,54,54,,3,37,980,,,,,X,,H,,,,,,N,,,C,,,5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0,1,1,1,1,0.539,,22/09/2010,10854,,24/09/2010,10854
7633,umbrella-tree,Maesopsis,eminii,,,MAEM2,54,54,54,,3,37,980,,,,,X,,H,,,,,,N,,,C,,,5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0,1,1,1,1,0.539,,22/09/2010,10854,,24/09/2010,10854
7635,Puerto Rico magnolia,Magnolia,portoricensis,,,MAPO2,54,54,54,,3,37,985,,,,,X,,H,,,,,,N,,,C,,,5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0,1,1,1,1,0.539,,22/09/2010,10854,,24/09/2010,10854
7636,laurel magnolia,Magnolia,splendens,,,MASP,54,54,54,,3,37,987,,,,,X,,H,,,,,,N,,,C,,,5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0,1,1,1,1,0.539,,22/09/2010,10854,,24/09/2010,10854
7638,Mallotus palauensis,Mallotus,palauensis,,,MAPA6,54,54,,54,3,,,,,X,,,,H,,,,,,N,,,,P,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/10/2012,440,,,
7639,kamala tree,Mallotus,philippensis,,,MAPH4,54,54,,54,3,,,,,X,,,,H,,,,,,N,,,,P,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/10/2012,440,,,
7641,mallotus,Mallotus,spp.,,,MALLO,54,54,,54,3,,,,,X,,,,H,,,,,,N,,,,P,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/10/2012,440,,,
7642,Mallotus tiliifolius,Mallotus,tiliifolius,,,MATI4,54,54,,54,3,,,,,X,,,,H,,,,,,N,,,,P,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/10/2012,440,,,
7643,Singapore holly,Malpighia,coccigera,,,MACO11,54,54,54,,3,37,980,,,,,X,,H,,,,,,N,,,C,,,5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0,1,1,1,1,0.539,,22/09/2010,10854,,24/09/2010,10854
7644,Barbados cherry,Malpighia,emarginata,,,MAEM,54,54,54,,3,37,980,,,,,X,,H,,,,,,N,,,C,,,5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0,1,1,1,1,0.539,,22/09/2010,10854,,24/09/2010,10854
7645,palo bronco,Malpighia,fucata,,,MAFU2,54,54,54,,3,37,980,,,,,X,,H,,,,,,N,,,C,,,5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0,1,1,1,1,0.539,,22/09/2010,10854,,24/09/2010,10854
7646,wild crapemyrtle,Malpighia,glabra,,,MAGL6,54,54,54,,3,37,980,,,,,X,,H,,,,,,N,,,C,,,5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0,1,1,1,1,0.539,,22/09/2010,10854,,24/09/2010,10854
7647,cowhage cherry,Malpighia,infestissima,,,MAIN5,54,54,54,,3,37,980,,,,,X,,H,,,,,,N,,,C,,,5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0,1,1,1,1,0.539,,22/09/2010,10854,,24/09/2010,10854
7648,bastard cherry,Malpighia,linearis,,,MALI2,54,54,54,,3,37,980,,,,,X,,H,,,,,,N,,,C,,,5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0,1,1,1,1,0.539,,22/09/2010,10854,,24/09/2010,10854
7652,mammee apple,Mammea,americana,,,MAAM2,54,54,54,,3,37,985,,,,,X,,H,,,,,,N,,,C,,,5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0,1,1,1,1,0.539,,22/09/2010,10854,,24/09/2010,10854
7653,manapau,Mammea,glauca,,,MAGL12,54,54,,54,3,,,,,X,,,,H,,,,,,N,,,,P,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/10/2012,440,,,
7654,chopak,Mammea,odorata,,,MAOD2,54,54,,54,3,,,,,X,,,,H,,,,,,N,,,,P,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/10/2012,440,,,
7655,Mammea,Mammea,spp.,,,MAMME,54,54,,54,3,,,,,X,,,,H,,,,,,N,,,,P,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/10/2012,440,,,
7657,kanit,Mangifera,minor,,,MAMI3,54,54,,54,3,,,,,X,,,,H,,,,,,N,,,,P,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/10/2012,440,,,
7658,saipan mango,Mangifera,odorata,,,MAOD,54,54,,54,3,,,,,X,,,,H,,,,,,N,,,,P,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/10/2012,440,,,
6085,"ebeludes, chebeludes",Allophylus,timorensis,,,ALTI2,54,54,,54,3,,,,,X,,,,H,,,,,,N,,,,P,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/10/2012,440,,,
6086,Nepal alder,Alnus,nepalensis,,,ALNE2,54,54,,54,3,,,,,X,,,,H,,,,,,N,,,,P,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/10/2012,440,,,
6088,"chelebiob, elebiong",Alphitonia,carolinensis,,,ALCA21,54,54,,54,3,,,,,X,,,,H,,,,,,N,,,,P,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/10/2012,440,,,
6089,Hawaii kauilatree,Alphitonia,ponderosa,,,ALPO3,54,54,,54,3,,,,,X,,,,H,,,,,,N,,,,P,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/10/2012,440,,,
6090,Alphitonia,Alphitonia,spp.,,,ALPHI,54,54,,54,3,,,,,X,,,,H,,,,,,N,,,,P,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/10/2012,440,,,
6091,toi,Alphitonia,zizyphoides,,,ALZI,54,54,,54,3,,,,,X,,,,H,,,,,,N,,,,P,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/10/2012,440,,,
6092,helecho gigante de la sierra,Alsophila,bryophila,,,ALBR4,54,54,54,,3,37,987,,,,,X,,H,,,,,,N,,,C,,,5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0,1,1,1,1,0.539,,22/09/2010,10854,,24/09/2010,10854
6093,Alsophila portoricensis,Alsophila,portoricensis,,,ALPO7,54,54,54,,3,37,987,,,,,X,,H,,,,,,N,,,C,,,5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0,1,1,1,1,0.539,,22/09/2010,10854,,24/09/2010,10854
6095,deviltree,Alstonia,macrophylla,,,ALMA16,54,54,,54,3,,,,,X,,,,H,,,,,,N,,,,P,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/10/2012,440,,,
6096,Alstonia pacifica,Alstonia,pacifica,,,ALPA22,54,54,,54,3,,,,,X,,,,H,,,,,,N,,,,P,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/10/2012,440,,,
6097,alstonia,Alstonia,spp.,,,ALSTO,54,54,,54,3,,,,,X,,,,H,,,,,,N,,,,P,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/10/2012,440,,,
6101,black calabash,Amphitecna,latifolia,,,AMLA4,54,54,54,,3,37,980,,,,,X,,H,,,,,,N,,,C,,,5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0,1,1,1,1,0.539,,22/09/2010,10854,,24/09/2010,10854
6103,balsam torchwood,Amyris,balsamifera,,,AMBA2,54,54,54,,3,37,985,,,,,X,,H,,,,,,N,,,C,,,5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0,1,1,1,1,0.539,,22/09/2010,10854,,24/09/2010,10854
6106,anacardium,Anacardium,spp.,,,ANACA,54,54,54,,3,37,985,,,,,X,,H,,,,,,N,,,C,,,5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0,1,1,1,1,0.539,,22/09/2010,10854,,24/09/2010,10854
6107,cashew,Anacardium,occidentale,,,ANOC,54,54,54,54,3,37,980,,,X,,X,,H,,,,,,N,,,C,P,,5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0,1,1,1,1,0.539,,22/09/2010,10854,,29/10/2012,440
6109,Anacolosa insularis,Anacolosa,insularis,,,ANIN13,54,54,,54,3,,,,,X,,,,H,,,,,,N,,,,P,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/10/2012,440,,,
6111,Anadenanthera peregrina,Anadenanthera,peregrina,,,ANPE13,54,54,54,,3,37,980,,,,,X,,H,,,,,,N,,,C,,,5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0,1,1,1,1,0.539,,22/09/2010,10854,,24/09/2010,10854
6114,cabbagebark tree,Andira,inermis,,,ANIN,54,54,54,,3,37,985,,,,,X,,H,,,,,,N,,,C,,,5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0,1,1,1,1,0.539,,22/09/2010,10854,,24/09/2010,10854
6118,dermarm,Angiopteris,evecta,,,ANEV,54,54,,54,3,,,,,X,,,,H,,,,,,N,,,,P,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/10/2012,440,,,
6120,canelillo,Aniba,bracteata,,,ANBR7,54,54,54,,3,37,980,,,,,X,,H,,,,,,N,,,C,,,5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0,1,1,1,1,0.539,,22/09/2010,10854,,24/09/2010,10854
6124,Annona cherimola,Annona,cherimola,,,ANCH9,54,54,54,54,3,37,980,,,X,,X,,H,,,,,,N,,,C,P,,5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0,1,1,1,1,0.539,,22/09/2010,10854,,29/10/2012,440
6125,ilama,Annona,diversifolia,,,ANDI11,54,54,54,,3,37,980,,,,,X,,H,,,,,,N,,,C,,,5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0,1,1,1,1,0.539,,22/09/2010,10854,,24/09/2010,10854
6127,mountain soursop,Annona,montana,,,ANMO,54,54,54,,3,37,980,,,,,X,,H,,,,,,N,,,C,,,5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0,1,1,1,1,0.539,,22/09/2010,10854,,24/09/2010,10854
6128,soursop,Annona,muricata,,,ANMU2,54,54,54,54,3,37,985,,,X,,X,,H,,,,,,N,,,C,P,,5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0,1,1,1,1,0.539,,22/09/2010,10854,,29/10/2012,440
6129,custard apple,Annona,reticulata,,,ANRE,54,54,54,54,3,37,985,,,X,,X,,H,,,,,,N,,,C,P,,5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0,1,1,1,1,0.539,,22/09/2010,10854,,29/10/2012,440
6130,Annona,Annona,spp.,,,ANNON,54,54,,54,3,,,,,X,,,,H,,,,,,N,,,,P,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/10/2012,440,,,
6131,sugar apple,Annona,squamosa,,,ANSQ,54,54,54,54,3,37,984,,,X,,X,,H,,,,,,N,,,C,P,,5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0,1,1,1,1,0.539,,22/09/2010,10854,,29/10/2012,440
6135,Kapua china laurel,Antidesma,kapuae,,,ANKA,54,54,,54,3,,,,,X,,,,H,,,,,,N,,,,P,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/10/2012,440,,,
